Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction,Month
2017-01-01 00:00:00,0.6,0,1003.8,0.0,0.1,97,0.0,1
2017-01-01 01:00:00,1.7,0,1003.5,0.0,-0.2,98,0.0,1
2017-01-01 02:00:00,0.6,0,1003.4,0.0,-1.2,99,0.0,1
2017-01-01 03:00:00,2.4,0,1003.3,0.0,-1.3,99,0.0,1
2017-01-01 04:00:00,4.0,0,1003.1,0.0,3.6,67,0.0,1
2017-01-01 05:00:00,1.4,0,1003.1,0.0,1.5,74,0.0,1
2017-01-01 06:00:00,1.4,0,1003.7,0.0,0.4,79,0.0,1
2017-01-01 07:00:00,1.3,0,1003.9,0.0,-0.9,81,0.0,1
2017-01-01 08:00:00,0.6,0,1004.3,0.0,-1.0,77,0.0,1
2017-01-01 09:00:00,0.6,0,1004.8,0.0,-2.0,81,0.0,1
2017-01-01 10:00:00,0.4,0,1005.2,0.0,-1.9,80,0.0,1
2017-01-01 11:00:00,1.1,46,1005.8,49.7,-0.2,74,215.8333,1
2017-01-01 12:00:00,1.2,60,1006.1,138.7,1.8,72,831.6667,1
2017-01-01 13:00:00,0.4,59,1006.1,121.6,2.7,66,349.5,1
2017-01-01 14:00:00,4.0,55,1006.5,77.0,5.0,49,272.0,1
2017-01-01 15:00:00,2.7,26,1007.6,33.1,4.8,48,130.2083,1
2017-01-01 16:00:00,2.5,16,1008.5,0.0,3.8,49,0.0,1
2017-01-01 17:00:00,3.8,0,1009.1,0.0,3.2,50,0.0,1
2017-01-01 18:00:00,4.7,0,1010.0,0.0,3.2,48,0.0,1
2017-01-01 19:00:00,4.2,0,1011.2,0.0,2.8,48,0.0,1
2017-01-01 20:00:00,4.8,0,1012.2,0.0,2.3,47,0.0,1
2017-01-01 21:00:00,3.3,0,1012.7,0.0,1.5,48,0.0,1
2017-01-01 22:00:00,4.0,0,1013.1,0.0,1.1,47,0.0,1
2017-01-01 23:00:00,2.6,0,1013.4,0.0,0.5,48,0.0,1
2017-01-02 00:00:00,1.2,0,1013.6,0.0,-2.1,61,0.0,1
2017-01-02 01:00:00,1.1,0,1013.3,0.0,-3.0,65,0.0,1
2017-01-02 02:00:00,1.0,0,1013.3,0.0,-3.1,66,0.0,1
2017-01-02 03:00:00,0.7,0,1013.4,0.0,-3.4,66,0.0,1
2017-01-02 04:00:00,1.4,0,1013.2,0.0,-3.4,62,0.0,1
2017-01-02 05:00:00,0.6,0,1013.2,0.0,-3.4,65,0.0,1
2017-01-02 06:00:00,1.5,0,1012.8,0.0,-2.0,58,0.0,1
2017-01-02 07:00:00,1.1,0,1012.5,0.0,-3.0,64,0.0,1
2017-01-02 08:00:00,0.4,0,1012.2,0.0,-3.3,67,0.0,1
2017-01-02 09:00:00,1.3,0,1012.2,0.0,-3.0,67,0.0,1
2017-01-02 10:00:00,0.4,7,1012.3,6.4,-3.0,68,0.0,1
2017-01-02 11:00:00,1.0,9,1012.3,40.1,-2.3,67,248.6667,1
2017-01-02 12:00:00,1.0,60,1012.1,71.3,-1.0,59,1087.3334,1
2017-01-02 13:00:00,1.5,60,1011.9,97.5,0.6,52,723.0,1
2017-01-02 14:00:00,1.1,60,1011.7,80.0,0.2,51,131.0,1
2017-01-02 15:00:00,1.6,60,1011.8,37.0,-0.2,50,51.0,1
2017-01-02 16:00:00,2.2,17,1011.9,0.7,-1.0,51,0.0,1
2017-01-02 17:00:00,1.4,0,1012.0,0.0,-1.6,54,0.0,1
2017-01-02 18:00:00,0.7,0,1012.2,0.0,-3.6,66,0.0,1
2017-01-02 19:00:00,1.5,0,1011.6,0.0,-4.4,69,0.0,1
2017-01-02 20:00:00,1.3,0,1011.6,0.0,-4.4,70,0.0,1
2017-01-02 21:00:00,1.4,0,1011.5,0.0,-5.2,74,0.0,1
2017-01-02 22:00:00,0.6,0,1011.2,0.0,-5.3,76,0.0,1
2017-01-02 23:00:00,0.7,0,1010.9,0.0,-4.8,76,0.0,1
2017-01-03 00:00:00,1.3,0,1009.9,0.0,-4.2,76,0.0,1
2017-01-03 01:00:00,1.9,0,1009.1,0.0,-3.9,79,0.0,1
2017-01-03 02:00:00,0.6,0,1008.4,0.0,-3.7,80,0.0,1
2017-01-03 03:00:00,0.7,0,1007.7,0.0,-3.7,81,0.0,1
2017-01-03 04:00:00,0.8,0,1006.9,0.0,-3.6,80,0.0,1
2017-01-03 05:00:00,1.6,0,1005.5,0.0,-4.0,81,0.0,1
2017-01-03 06:00:00,0.4,0,1004.5,0.0,-4.5,84,0.0,1
2017-01-03 07:00:00,0.1,0,1003.1,0.0,-4.1,82,0.0,1
2017-01-03 08:00:00,0.3,0,1001.4,0.0,-3.6,80,0.0,1
2017-01-03 09:00:00,0.5,0,1000.1,0.0,-3.3,81,0.0,1
2017-01-03 10:00:00,0.7,0,998.4,0.0,-3.2,82,0.0,1
2017-01-03 11:00:00,1.5,0,996.1,10.2,-2.4,80,0.0,1
2017-01-03 12:00:00,0.7,0,993.8,39.3,-2.0,78,592.1666,1
2017-01-03 13:00:00,1.2,38,991.4,59.8,-1.5,79,638.8333,1
2017-01-03 14:00:00,0.5,60,989.3,85.5,-0.8,79,253.8334,1
2017-01-03 15:00:00,1.2,20,988.3,29.5,-1.0,78,33.3334,1
2017-01-03 16:00:00,0.8,4,987.7,0.0,-2.1,84,0.0,1
2017-01-03 17:00:00,1.3,0,987.0,0.0,-2.4,84,0.0,1
2017-01-03 18:00:00,0.3,0,986.9,0.0,-3.1,88,0.0,1
2017-01-03 19:00:00,4.2,0,986.5,0.0,1.8,74,0.0,1
2017-01-03 20:00:00,0.7,0,986.7,0.0,-1.7,73,0.0,1
2017-01-03 21:00:00,1.0,0,986.7,0.0,-2.4,71,0.0,1
2017-01-03 22:00:00,1.8,0,986.4,0.0,-2.2,70,0.0,1
2017-01-03 23:00:00,2.2,0,986.9,0.0,-2.1,69,0.0,1
2017-01-04 00:00:00,3.1,0,986.9,0.0,-1.0,63,0.0,1
2017-01-04 01:00:00,2.1,0,987.7,0.0,-1.8,64,0.0,1
2017-01-04 02:00:00,4.2,0,989.0,0.0,-1.0,62,0.0,1
2017-01-04 03:00:00,4.2,0,990.9,0.0,-0.9,65,0.0,1
2017-01-04 04:00:00,5.3,0,993.2,0.0,-0.7,65,0.0,1
2017-01-04 05:00:00,4.7,0,995.5,0.0,-1.1,62,0.0,1
2017-01-04 06:00:00,2.0,0,997.4,0.0,-1.8,65,0.0,1
2017-01-04 07:00:00,5.8,0,998.6,0.0,-1.5,66,0.0,1
2017-01-04 08:00:00,4.8,0,1000.9,0.0,-1.0,64,0.0,1
2017-01-04 09:00:00,5.5,0,1002.2,0.0,-0.6,54,0.0,1
2017-01-04 10:00:00,8.8,0,1003.5,0.7,-1.2,42,0.0,1
2017-01-04 11:00:00,8.9,29,1004.7,37.6,-1.8,44,0.0,1
2017-01-04 12:00:00,7.4,42,1006.1,75.5,-2.1,45,128.9166,1
2017-01-04 13:00:00,7.2,1,1007.9,33.7,-2.5,47,101.5,1
2017-01-04 14:00:00,7.8,0,1009.8,21.8,-3.0,60,18.0,1
2017-01-04 15:00:00,7.8,0,1011.4,15.7,-3.6,64,0.0,1
2017-01-04 16:00:00,6.1,0,1013.5,0.0,-4.0,60,0.0,1
2017-01-04 17:00:00,6.4,0,1014.9,0.0,-4.0,62,0.0,1
2017-01-04 18:00:00,7.3,0,1016.8,0.0,-4.5,68,0.0,1
2017-01-04 19:00:00,5.2,0,1018.5,0.0,-5.2,81,0.0,1
2017-01-04 20:00:00,4.7,0,1020.4,0.0,-5.5,76,0.0,1
2017-01-04 21:00:00,4.8,0,1022.2,0.0,-5.6,73,0.0,1
2017-01-04 22:00:00,4.7,0,1023.9,0.0,-6.2,72,0.0,1
2017-01-04 23:00:00,1.9,0,1025.5,0.0,-7.1,72,0.0,1
2017-01-05 00:00:00,2.9,0,1026.9,0.0,-7.7,71,0.0,1
2017-01-05 01:00:00,2.7,0,1028.2,0.0,-8.2,71,0.0,1
2017-01-05 02:00:00,1.0,0,1029.2,0.0,-9.2,73,0.0,1
2017-01-05 03:00:00,1.2,0,1030.4,0.0,-9.8,76,0.0,1
2017-01-05 04:00:00,2.5,0,1031.0,0.0,-10.0,74,0.0,1
2017-01-05 05:00:00,2.2,0,1032.4,0.0,-10.0,71,0.0,1
2017-01-05 06:00:00,1.3,0,1033.1,0.0,-10.6,75,0.0,1
2017-01-05 07:00:00,0.8,0,1034.0,0.0,-11.5,80,0.0,1
2017-01-05 08:00:00,1.5,0,1034.7,0.0,-11.8,80,0.0,1
2017-01-05 09:00:00,2.4,0,1035.2,0.0,-12.1,79,0.0,1
2017-01-05 10:00:00,2.3,26,1036.0,8.6,-11.4,76,0.0,1
2017-01-05 11:00:00,2.1,60,1036.6,56.1,-10.1,72,0.0,1
2017-01-05 12:00:00,0.4,60,1036.7,96.8,-9.5,71,353.1667,1
2017-01-05 13:00:00,1.2,60,1036.9,106.7,-7.8,66,236.5,1
2017-01-05 14:00:00,1.3,39,1037.4,65.9,-8.4,70,0.0,1
2017-01-05 15:00:00,1.6,33,1037.9,22.3,-8.5,76,0.0,1
2017-01-05 16:00:00,1.6,3,1038.0,0.6,-8.9,74,0.0,1
2017-01-05 17:00:00,0.6,0,1038.1,0.0,-10.1,81,0.0,1
2017-01-05 18:00:00,1.9,0,1038.3,0.0,-10.8,83,0.0,1
2017-01-05 19:00:00,0.3,0,1038.6,0.0,-10.4,82,0.0,1
2017-01-05 20:00:00,1.8,0,1038.5,0.0,-10.9,83,0.0,1
2017-01-05 21:00:00,1.5,0,1038.7,0.0,-11.1,83,0.0,1
2017-01-05 22:00:00,2.0,0,1038.9,0.0,-10.8,83,0.0,1
2017-01-05 23:00:00,1.4,0,1038.5,0.0,-10.6,81,0.0,1
2017-01-06 00:00:00,1.9,0,1038.3,0.0,-11.0,83,0.0,1
2017-01-06 01:00:00,2.2,0,1037.8,0.0,-11.6,85,0.0,1
2017-01-06 02:00:00,2.2,0,1037.3,0.0,-11.4,85,0.0,1
2017-01-06 03:00:00,2.4,0,1036.5,0.0,-11.6,85,0.0,1
2017-01-06 04:00:00,1.5,0,1036.4,0.0,-11.9,85,0.0,1
2017-01-06 05:00:00,1.8,0,1036.0,0.0,-12.2,85,0.0,1
2017-01-06 06:00:00,1.2,0,1035.7,0.0,-12.4,84,0.0,1
2017-01-06 07:00:00,1.1,0,1035.0,0.0,-11.0,84,0.0,1
2017-01-06 08:00:00,0.5,0,1034.5,0.0,-10.6,90,0.0,1
2017-01-06 09:00:00,1.3,0,1033.9,0.0,-10.0,89,0.0,1
2017-01-06 10:00:00,0.7,0,1033.6,5.0,-9.2,86,0.0,1
2017-01-06 11:00:00,1.2,0,1032.7,16.1,-6.2,86,0.0,1
2017-01-06 12:00:00,1.7,0,1031.9,16.2,-5.0,86,0.0,1
2017-01-06 13:00:00,2.4,0,1030.8,21.0,-4.5,89,0.0,1
2017-01-06 14:00:00,2.6,0,1030.1,15.1,-4.2,93,0.0,1
2017-01-06 15:00:00,5.0,0,1028.7,1.9,-2.0,94,0.0,1
2017-01-06 16:00:00,3.1,0,1028.0,0.0,-1.7,93,0.0,1
2017-01-06 17:00:00,3.9,0,1027.0,0.0,-1.3,94,0.0,1
2017-01-06 18:00:00,3.8,0,1025.5,0.0,-0.9,95,0.0,1
2017-01-06 19:00:00,3.3,0,1024.4,0.0,-0.4,97,0.0,1
2017-01-06 20:00:00,4.4,0,1022.6,0.0,0.5,98,0.0,1
2017-01-06 21:00:00,5.0,0,1021.2,0.0,1.4,96,0.0,1
2017-01-06 22:00:00,4.9,0,1020.1,0.0,2.1,93,0.0,1
2017-01-06 23:00:00,4.4,0,1019.5,0.0,2.5,90,0.0,1
2017-01-07 00:00:00,3.7,0,1019.1,0.0,2.7,89,0.0,1
2017-01-07 01:00:00,3.7,0,1018.3,0.0,2.8,90,0.0,1
2017-01-07 02:00:00,3.6,0,1017.4,0.0,2.9,90,0.0,1
2017-01-07 03:00:00,2.8,0,1016.7,0.0,2.9,93,0.0,1
2017-01-07 04:00:00,0.7,0,1016.3,0.0,2.1,94,0.0,1
2017-01-07 05:00:00,0.5,0,1016.5,0.0,1.1,96,0.0,1
2017-01-07 06:00:00,0.9,0,1016.6,0.0,0.8,97,0.0,1
2017-01-07 07:00:00,2.9,0,1017.0,0.0,0.6,97,0.0,1
2017-01-07 08:00:00,3.7,0,1017.9,0.0,0.5,97,0.0,1
2017-01-07 09:00:00,1.8,0,1019.6,0.0,-0.7,96,0.0,1
2017-01-07 10:00:00,1.8,0,1020.4,2.9,0.1,92,0.0,1
2017-01-07 11:00:00,2.6,0,1021.2,33.4,0.9,83,218.5,1
2017-01-07 12:00:00,1.0,0,1022.0,60.0,0.7,85,830.1667,1
2017-01-07 13:00:00,0.4,60,1022.5,97.1,1.5,82,1095.1666,1
2017-01-07 14:00:00,1.1,60,1022.8,86.6,1.3,82,471.5,1
2017-01-07 15:00:00,1.4,30,1023.3,40.6,0.6,84,179.3333,1
2017-01-07 16:00:00,0.6,0,1023.8,0.0,-0.8,90,0.0,1
2017-01-07 17:00:00,1.6,0,1024.6,0.0,-2.0,88,0.0,1
2017-01-07 18:00:00,1.5,0,1025.5,0.0,-2.6,92,0.0,1
2017-01-07 19:00:00,1.1,0,1025.7,0.0,-2.9,91,0.0,1
2017-01-07 20:00:00,1.2,0,1026.2,0.0,-3.2,92,0.0,1
2017-01-07 21:00:00,1.2,0,1026.5,0.0,-3.2,91,0.0,1
2017-01-07 22:00:00,0.6,0,1026.8,0.0,-4.6,92,0.0,1
2017-01-07 23:00:00,1.3,0,1027.1,0.0,-4.4,92,0.0,1
2017-01-08 00:00:00,1.4,0,1026.9,0.0,-4.3,90,0.0,1
2017-01-08 01:00:00,1.6,0,1027.0,0.0,-5.1,92,0.0,1
2017-01-08 02:00:00,1.6,0,1026.4,0.0,-5.6,92,0.0,1
2017-01-08 03:00:00,0.8,0,1026.2,0.0,-6.7,94,0.0,1
2017-01-08 04:00:00,0.9,0,1025.7,0.0,-6.0,92,0.0,1
2017-01-08 05:00:00,1.0,0,1025.0,0.0,-5.0,95,0.0,1
2017-01-08 06:00:00,0.9,0,1024.8,0.0,-4.6,96,0.0,1
2017-01-08 07:00:00,0.5,0,1024.3,0.0,-3.9,98,0.0,1
2017-01-08 08:00:00,1.1,0,1024.1,0.0,-3.6,97,0.0,1
2017-01-08 09:00:00,0.8,0,1023.9,0.0,-3.4,98,0.0,1
2017-01-08 10:00:00,0.8,0,1023.4,0.0,-2.9,97,0.0,1
2017-01-08 11:00:00,1.2,0,1023.0,7.7,-2.9,98,141.8333,1
2017-01-08 12:00:00,0.8,0,1023.2,22.7,-2.7,98,699.8334,1
2017-01-08 13:00:00,0.5,0,1022.7,52.1,-2.0,98,1384.1667,1
2017-01-08 14:00:00,0.9,0,1021.9,53.4,-1.9,96,432.0,1
2017-01-08 15:00:00,0.9,0,1021.4,19.2,-1.8,96,106.4999,1
2017-01-08 16:00:00,1.1,0,1021.5,0.0,-1.7,96,0.0,1
2017-01-08 17:00:00,0.4,0,1021.2,0.0,-2.0,94,0.0,1
2017-01-08 18:00:00,1.2,0,1020.9,0.0,-2.4,94,0.0,1
2017-01-08 19:00:00,0.7,0,1020.7,0.0,-2.6,96,0.0,1
2017-01-08 20:00:00,0.8,0,1020.1,0.0,-2.8,96,0.0,1
2017-01-08 21:00:00,0.6,0,1019.9,0.0,-2.6,97,0.0,1
2017-01-08 22:00:00,0.1,0,1019.9,0.0,-2.4,97,0.0,1
2017-01-08 23:00:00,1.6,0,1019.5,0.0,-2.2,98,0.0,1
2017-01-09 00:00:00,1.1,0,1019.6,0.0,-2.6,97,0.0,1
2017-01-09 01:00:00,0.7,0,1019.5,0.0,-2.6,97,0.0,1
2017-01-09 02:00:00,1.8,0,1019.4,0.0,-2.7,95,0.0,1
2017-01-09 03:00:00,2.5,0,1018.4,0.0,-1.9,94,0.0,1
2017-01-09 04:00:00,1.6,0,1017.6,0.0,-2.4,94,0.0,1
2017-01-09 05:00:00,0.5,0,1017.1,0.0,-2.7,96,0.0,1
2017-01-09 06:00:00,0.9,0,1016.5,0.0,-2.6,96,0.0,1
2017-01-09 07:00:00,0.4,0,1015.6,0.0,-1.8,95,0.0,1
2017-01-09 08:00:00,1.1,0,1015.0,0.0,-1.3,96,0.0,1
2017-01-09 09:00:00,0.7,0,1014.5,0.0,-0.4,98,0.0,1
2017-01-09 10:00:00,1.5,0,1013.8,0.0,-0.4,98,0.0,1
2017-01-09 11:00:00,0.9,0,1013.4,8.7,-0.1,99,79.5,1
2017-01-09 12:00:00,1.1,0,1012.5,16.1,0.2,99,163.8333,1
2017-01-09 13:00:00,0.9,0,1011.7,20.9,0.3,99,207.5,1
2017-01-09 14:00:00,0.6,0,1010.7,15.7,0.6,99,112.5001,1
2017-01-09 15:00:00,1.2,0,1009.8,3.2,1.2,99,31.5,1
2017-01-09 16:00:00,0.6,0,1009.5,0.0,1.6,99,0.0,1
2017-01-09 17:00:00,1.8,0,1008.9,0.0,2.1,99,0.0,1
2017-01-09 18:00:00,0.6,0,1007.7,0.0,2.4,99,0.0,1
2017-01-09 19:00:00,1.3,0,1007.2,0.0,2.6,99,0.0,1
2017-01-09 20:00:00,3.1,0,1006.7,0.0,3.8,99,0.0,1
2017-01-09 21:00:00,4.6,0,1006.1,0.0,4.5,100,0.0,1
2017-01-09 22:00:00,5.3,0,1005.9,0.0,4.3,99,0.0,1
2017-01-09 23:00:00,4.5,0,1005.4,0.0,4.1,98,0.0,1
2017-01-10 00:00:00,4.6,0,1005.1,0.0,3.9,97,0.0,1
2017-01-10 01:00:00,4.2,0,1004.6,0.0,3.8,97,0.0,1
2017-01-10 02:00:00,3.9,0,1004.4,0.0,3.5,96,0.0,1
2017-01-10 03:00:00,4.0,0,1004.1,0.0,3.2,95,0.0,1
2017-01-10 04:00:00,3.7,0,1003.8,0.0,2.8,96,0.0,1
2017-01-10 05:00:00,3.7,0,1003.5,0.0,2.4,96,0.0,1
2017-01-10 06:00:00,4.1,0,1003.3,0.0,2.1,96,0.0,1
2017-01-10 07:00:00,3.8,0,1003.3,0.0,2.0,96,0.0,1
2017-01-10 08:00:00,3.0,0,1003.5,0.0,1.9,96,0.0,1
2017-01-10 09:00:00,2.9,0,1003.6,0.0,1.7,96,0.0,1
2017-01-10 10:00:00,2.7,0,1003.3,0.0,1.6,95,0.0,1
2017-01-10 11:00:00,4.4,0,1003.2,23.0,1.7,94,660.4999,1
2017-01-10 12:00:00,4.3,0,1002.8,16.1,1.6,94,397.1667,1
2017-01-10 13:00:00,3.8,0,1002.1,14.0,1.5,95,296.1667,1
2017-01-10 14:00:00,3.2,0,1001.5,6.1,1.4,95,162.6667,1
2017-01-10 15:00:00,3.8,0,1001.1,0.0,1.3,95,11.5,1
2017-01-10 16:00:00,3.2,0,1000.7,0.0,1.6,96,0.0,1
2017-01-10 17:00:00,3.0,0,1000.0,0.0,2.1,96,0.0,1
2017-01-10 18:00:00,3.7,0,999.7,0.0,2.9,97,0.0,1
2017-01-10 19:00:00,3.0,0,999.4,0.0,3.1,97,0.0,1
2017-01-10 20:00:00,3.4,0,998.8,0.0,3.5,94,0.0,1
2017-01-10 21:00:00,4.9,0,997.9,0.0,3.8,94,0.0,1
2017-01-10 22:00:00,6.1,0,996.8,0.0,3.6,94,0.0,1
2017-01-10 23:00:00,6.1,0,995.2,0.0,3.8,96,0.0,1
2017-01-11 00:00:00,6.4,0,994.4,0.0,4.7,96,0.0,1
2017-01-11 01:00:00,5.7,0,993.1,0.0,4.9,96,0.0,1
2017-01-11 02:00:00,5.7,0,991.7,0.0,5.2,89,0.0,1
2017-01-11 03:00:00,6.5,0,990.4,0.0,5.3,88,0.0,1
2017-01-11 04:00:00,4.8,0,989.4,0.0,5.2,91,0.0,1
2017-01-11 05:00:00,5.5,0,987.5,0.0,5.2,89,0.0,1
2017-01-11 06:00:00,7.3,0,985.5,0.0,5.0,89,0.0,1
2017-01-11 07:00:00,6.6,0,983.6,0.0,4.6,92,0.0,1
2017-01-11 08:00:00,7.9,0,981.4,0.0,4.1,92,0.0,1
2017-01-11 09:00:00,8.5,0,979.2,0.0,3.6,91,0.0,1
2017-01-11 10:00:00,4.2,0,977.1,0.0,2.6,93,0.0,1
2017-01-11 11:00:00,3.8,0,974.5,3.6,1.6,93,0.0,1
2017-01-11 12:00:00,4.0,0,971.5,17.5,1.6,92,0.0,1
2017-01-11 13:00:00,3.2,0,969.2,10.1,1.5,93,65.5,1
2017-01-11 14:00:00,3.6,0,967.6,8.7,2.5,94,178.3334,1
2017-01-11 15:00:00,3.4,0,966.3,1.4,2.5,92,0.0,1
2017-01-11 16:00:00,3.5,0,965.9,0.0,1.8,92,0.0,1
2017-01-11 17:00:00,3.0,0,966.2,0.0,1.7,94,0.0,1
2017-01-11 18:00:00,2.5,0,966.9,0.0,2.1,88,0.0,1
2017-01-11 19:00:00,1.7,0,968.0,0.0,1.3,94,0.0,1
2017-01-11 20:00:00,1.8,0,969.0,0.0,2.1,87,0.0,1
2017-01-11 21:00:00,0.8,0,970.3,0.0,0.9,95,0.0,1
2017-01-11 22:00:00,1.4,0,971.4,0.0,0.9,96,0.0,1
2017-01-11 23:00:00,3.3,0,972.3,0.0,2.5,74,0.0,1
2017-01-12 00:00:00,2.2,0,973.7,0.0,2.0,74,0.0,1
2017-01-12 01:00:00,2.9,0,974.5,0.0,2.1,72,0.0,1
2017-01-12 02:00:00,3.7,0,974.7,0.0,1.6,71,0.0,1
2017-01-12 03:00:00,4.0,0,974.7,0.0,0.6,77,0.0,1
2017-01-12 04:00:00,3.7,0,975.2,0.0,0.5,73,0.0,1
2017-01-12 05:00:00,2.1,0,975.0,0.0,0.4,77,0.0,1
2017-01-12 06:00:00,1.1,0,974.6,0.0,0.2,80,0.0,1
2017-01-12 07:00:00,1.8,0,974.3,0.0,0.3,82,0.0,1
2017-01-12 08:00:00,1.3,0,974.9,0.0,0.2,85,0.0,1
2017-01-12 09:00:00,2.2,0,975.5,0.0,0.3,84,0.0,1
2017-01-12 10:00:00,0.8,0,975.9,3.9,-0.2,89,0.0,1
2017-01-12 11:00:00,1.2,0,976.0,29.4,0.5,82,113.0,1
2017-01-12 12:00:00,1.6,0,976.7,51.5,0.9,80,368.5,1
2017-01-12 13:00:00,1.8,0,976.5,58.0,1.3,79,429.0,1
2017-01-12 14:00:00,1.8,25,976.7,93.8,2.2,76,414.3333,1
2017-01-12 15:00:00,3.3,0,976.9,13.0,1.9,78,38.8333,1
2017-01-12 16:00:00,1.8,22,977.1,1.7,2.1,75,0.0,1
2017-01-12 17:00:00,1.6,0,977.5,0.0,0.9,78,0.0,1
2017-01-12 18:00:00,1.0,0,977.7,0.0,1.0,78,0.0,1
2017-01-12 19:00:00,1.6,0,978.1,0.0,0.8,77,0.0,1
2017-01-12 20:00:00,2.7,0,978.4,0.0,0.9,76,0.0,1
2017-01-12 21:00:00,1.4,0,979.1,0.0,0.9,75,0.0,1
2017-01-12 22:00:00,3.8,0,979.6,0.0,1.3,72,0.0,1
2017-01-12 23:00:00,3.2,0,980.1,0.0,1.6,68,0.0,1
2017-01-13 00:00:00,2.2,0,980.4,0.0,1.4,69,0.0,1
2017-01-13 01:00:00,0.5,0,980.9,0.0,0.2,75,0.0,1
2017-01-13 02:00:00,0.8,0,981.7,0.0,-1.2,81,0.0,1
2017-01-13 03:00:00,2.2,0,982.4,0.0,-1.2,80,0.0,1
2017-01-13 04:00:00,0.2,0,982.7,0.0,-1.8,79,0.0,1
2017-01-13 05:00:00,1.0,0,983.3,0.0,-2.6,86,0.0,1
2017-01-13 06:00:00,1.9,0,983.9,0.0,-3.1,87,0.0,1
2017-01-13 07:00:00,1.8,0,984.3,0.0,-3.7,89,0.0,1
2017-01-13 08:00:00,0.8,0,985.3,0.0,-4.2,89,0.0,1
2017-01-13 09:00:00,1.2,0,986.1,0.0,-4.5,90,0.0,1
2017-01-13 10:00:00,1.5,31,986.7,11.7,-4.3,89,0.0,1
2017-01-13 11:00:00,2.4,60,987.0,64.1,-2.4,83,194.5001,1
2017-01-13 12:00:00,1.3,60,987.3,111.5,-1.0,78,1342.6666,1
2017-01-13 13:00:00,1.5,60,987.6,124.0,-0.7,79,1044.1666,1
2017-01-13 14:00:00,0.2,60,988.0,103.6,-1.0,76,192.3333,1
2017-01-13 15:00:00,1.3,60,988.2,56.2,-1.1,78,110.9999,1
2017-01-13 16:00:00,0.6,33,988.7,6.7,-2.5,85,0.0,1
2017-01-13 17:00:00,1.3,0,989.3,0.0,-3.3,87,0.0,1
2017-01-13 18:00:00,1.4,0,989.8,0.0,-3.9,88,0.0,1
2017-01-13 19:00:00,2.9,0,990.3,0.0,-4.2,87,0.0,1
2017-01-13 20:00:00,2.1,0,990.5,0.0,-4.4,86,0.0,1
2017-01-13 21:00:00,0.6,0,990.9,0.0,-5.3,89,0.0,1
2017-01-13 22:00:00,0.3,0,991.3,0.0,-5.4,89,0.0,1
2017-01-13 23:00:00,0.1,0,991.8,0.0,-5.3,92,0.0,1
2017-01-14 00:00:00,0.5,0,992.1,0.0,-5.7,91,0.0,1
2017-01-14 01:00:00,0.9,0,992.3,0.0,-5.6,91,0.0,1
2017-01-14 02:00:00,1.4,0,992.9,0.0,-6.2,93,0.0,1
2017-01-14 03:00:00,1.0,0,993.2,0.0,-6.2,91,0.0,1
2017-01-14 04:00:00,0.2,0,993.7,0.0,-6.6,93,0.0,1
2017-01-14 05:00:00,0.3,0,994.1,0.0,-5.7,91,0.0,1
2017-01-14 06:00:00,0.4,0,994.8,0.0,-5.7,92,0.0,1
2017-01-14 07:00:00,0.2,0,995.4,0.0,-4.4,90,0.0,1
2017-01-14 08:00:00,0.8,0,996.2,0.0,-3.4,88,0.0,1
2017-01-14 09:00:00,1.2,0,996.9,0.0,-3.0,88,0.0,1
2017-01-14 10:00:00,1.1,0,997.8,14.8,-2.1,85,128.0,1
2017-01-14 11:00:00,0.7,0,998.6,37.3,-0.9,80,537.8333,1
2017-01-14 12:00:00,4.3,0,999.2,60.0,0.3,66,917.6666,1
2017-01-14 13:00:00,4.5,0,999.8,43.6,0.2,64,511.4999,1
2017-01-14 14:00:00,5.3,0,1000.7,37.8,-0.1,66,258.8333,1
2017-01-14 15:00:00,5.9,0,1001.7,36.4,-0.6,68,79.6667,1
2017-01-14 16:00:00,5.0,0,1002.9,6.2,-0.7,66,10.3333,1
2017-01-14 17:00:00,6.4,0,1003.9,0.0,-1.0,58,0.0,1
2017-01-14 18:00:00,3.0,0,1004.7,0.0,-2.2,62,0.0,1
2017-01-14 19:00:00,3.8,0,1005.5,0.0,-1.9,57,0.0,1
2017-01-14 20:00:00,2.5,0,1006.3,0.0,-3.0,62,0.0,1
2017-01-14 21:00:00,3.3,0,1007.1,0.0,-3.1,60,0.0,1
2017-01-14 22:00:00,3.0,0,1007.8,0.0,-3.9,60,0.0,1
2017-01-14 23:00:00,2.1,0,1008.7,0.0,-3.6,57,0.0,1
2017-01-15 00:00:00,4.5,0,1009.4,0.0,-3.9,62,0.0,1
2017-01-15 01:00:00,3.0,0,1010.1,0.0,-4.5,64,0.0,1
2017-01-15 02:00:00,1.8,0,1010.5,0.0,-5.4,70,0.0,1
2017-01-15 03:00:00,0.7,0,1011.5,0.0,-6.2,73,0.0,1
2017-01-15 04:00:00,1.3,0,1012.1,0.0,-5.5,71,0.0,1
2017-01-15 05:00:00,1.7,0,1012.5,0.0,-5.4,70,0.0,1
2017-01-15 06:00:00,1.7,0,1013.1,0.0,-5.0,68,0.0,1
2017-01-15 07:00:00,0.7,0,1013.9,0.0,-5.5,68,0.0,1
